1,-12.1,12.59,-55.64,37.81,-23.12,19.22,-31.37,33.14,-2.3,12.57,-115.32,90.54,-118.68,105.23,73.63,-91.96,-20.91,12.11,0.976
2,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-49.8,49.51,-79.39,78.81,39.26,-39.55,0.29,2.93,0.78
3,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-49.22,48.63,-78.22,77.34,38.67,-38.67,2.05,4.69,0.156
4,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-48.63,47.75,-76.76,75.59,38.09,-37.79,3.52,6.15,0.234
5,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-47.75,46.88,-75.0,73.54,37.21,-36.91,4.69,7.32,0.312
6,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,9.38,-46.88,48.93,-73.24,77.93,36.33,-38.96,5.57,8.5,0.39
7,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.64,12.6,-46.29,53.91,-72.07,87.6,35.74,-43.95,6.15,9.38,0.468
8,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.27,14.06,-46.0,55.96,-71.48,91.99,35.45,-46.0,6.45,9.96,0.546
9,-81.74,80.27,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,12.6,-46.58,62.4,-71.78,86.43,37.79,-36.91,6.15,9.38,0.78
10,-77.34,84.67,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.64,9.38,-45.41,60.35,-72.66,74.12,39.84,-26.66,5.57,8.5,0.156
11,-72.95,89.06,-68.26,67.97,-14.65,14.36,-45.12,45.12,4.69,7.32,-46.0,58.89,-74.12,67.97,41.02,-21.97,4.69,7.32,0.234
12,-69.14,92.87,-68.26,67.97,-14.65,14.36,-45.12,45.12,3.52,6.15,-46.88,60.35,-76.17,70.02,41.89,-22.85,3.52,6.15,0.312
13,-65.92,96.09,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-46.58,60.94,-77.34,72.66,43.36,-24.9,2.05,4.69,0.39
14,-63.57,98.44,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-45.41,60.64,-77.93,75.92,45.12,-27.54,0.29,2.93,0.468
15,-61.82,100.2,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-43.36,59.77,-77.34,77.05,46.58,-30.18,-1.46,1.17,0.546
16,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-49.8,49.51,-79.1,79.1,39.26,-39.55,-3.22,-0.59,0.78
17,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-48.93,48.93,-77.64,77.93,38.38,-38.96,-4.98,-2.34,0.156
18,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-48.05,48.34,-75.88,76.46,37.5,-38.38,-6.45,-3.81,0.234
19,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-47.17,47.46,-73.83,74.71,36.62,-37.5,-7.62,-4.98,0.312
20,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-49.22,46.58,-78.22,72.95,38.67,-36.62,-8.79,-5.86,0.39
21,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-54.2,46.0,-87.89,71.78,43.65,-36.04,-9.67,-6.45,0.468
22,-81.15,80.86,-68.26,67.97,-14.65,14.36,-45.12,45.12,-14.36,4.98,-56.25,45.7,-92.29,71.19,45.7,-35.74,-10.25,-6.74,0.546
23,-80.86,81.15,-68.26,67.97,-14.65,14.36,-45.12,45.12,-12.89,2.34,-62.7,46.29,-86.72,71.48,36.62,-38.09,-9.67,-6.45,0.78
24,-85.25,76.76,-68.26,67.97,-14.65,14.36,-45.12,45.12,-9.67,-2.93,-60.64,45.12,-74.41,72.36,26.37,-40.14,-8.79,-5.86,0.156
25,-89.65,72.36,-68.26,67.97,-14.65,14.36,-45.12,45.12,-7.62,-4.98,-59.18,45.7,-68.26,73.83,21.86,-41.31,-7.62,-4.98,0.234
26,-93.46,68.55,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-3.81,-60.64,46.58,-70.31,75.88,22.56,-42.19,-6.45,-3.81,0.312
27,-96.68,65.33,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.98,-2.34,-61.23,46.29,-72.95,77.05,24.61,-43.65,-4.98,-2.34,0.39
28,-99.02,62.99,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-60.94,45.12,-75.59,77.64,27.25,-45.41,-3.22,-0.59,0.468
29,-100.78,61.23,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-60.06,43.07,-77.34,77.05,29.88,-46.88,-1.46,1.17,0.546
30,-100.49,61.52,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-61.52,43.36,-77.93,75.29,31.93,-48.05,0.29,2.93,0.78
31,-101.37,60.64,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.76,4.39,-59.77,40.72,-77.34,72.95,33.11,-48.05,1.76,4.39,0.156
32,-101.07,60.94,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,6.15,-58.01,40.43,-76.17,72.95,33.98,-48.63,3.22,5.86,0.234
33,-99.9,62.11,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,8.5,-55.96,43.95,-74.71,77.93,34.28,-50.1,4.39,7.32,0.312
34,-97.56,64.45,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.34,11.13,-54.2,49.8,-73.24,84.67,34.57,-50.98,5.27,8.5,0.39
35,-94.63,67.38,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.69,12.89,-52.73,56.25,-72.07,90.23,34.86,-49.8,5.86,9.08,0.468
36,-91.11,70.9,-68.26,67.97,-14.65,14.36,-45.12,45.12,-5.57,13.48,-51.86,62.11,-71.78,92.29,35.45,-46.29,6.15,9.38,0.546
37,-63.87,98.14,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-46.29,62.7,-77.34,77.05,46.58,-30.18,-1.46,1.17,0.546
38,-87.01,75.0,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.69,12.89,-51.27,65.62,-72.07,90.23,36.33,-40.43,5.86,9.08,0.78
39,-82.62,79.39,-68.26,67.97,-14.65,14.36,-45.12,45.12,-2.34,11.13,-50.98,66.8,-73.24,84.67,37.79,-33.98,5.27,8.5,0.156
40,-77.93,84.08,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,8.5,-50.68,65.92,-74.71,77.93,39.55,-28.12,4.39,7.32,0.234
41,-73.83,88.18,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,6.15,-50.39,64.45,-76.17,72.95,41.6,-24.61,3.22,5.86,0.312
42,-69.73,92.29,-68.26,67.97,-14.65,14.36,-45.12,45.12,1.76,4.39,-49.51,63.87,-77.34,72.95,43.36,-24.9,1.76,4.39,0.39
43,-66.5,95.51,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-48.34,63.87,-77.93,75.29,45.12,-27.54,0.29,2.93,0.468
44,-63.87,98.14,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-46.29,62.7,-77.34,77.05,46.58,-30.18,-1.46,1.17,0.546
45,-62.11,99.9,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-43.65,61.23,-75.59,77.64,47.75,-32.23,-3.22,-0.59,0.78
46,-61.23,100.78,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.69,-2.05,-41.02,59.47,-73.24,77.05,47.75,-33.4,-4.69,-2.05,0.156
47,-61.52,100.49,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-2.34,-40.72,57.71,-73.24,75.88,48.34,-34.28,-6.15,-3.52,0.234
48,-62.7,99.32,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.79,-0.59,-44.24,55.66,-78.22,74.41,49.8,-34.57,-7.62,-4.69,0.312
49,-65.04,96.97,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.43,2.05,-50.1,53.91,-84.96,72.95,50.68,-34.86,-8.79,-5.57,0.39
50,-67.97,94.04,-68.26,67.97,-14.65,14.36,-45.12,45.12,-13.18,4.39,-56.54,52.44,-90.53,71.78,49.51,-35.16,-9.38,-6.15,0.468
51,-71.48,90.53,-68.26,67.97,-14.65,14.36,-45.12,45.12,-13.77,5.27,-62.4,51.56,-92.58,71.48,46.0,-35.74,-9.67,-6.45,0.564
52,-75.59,86.43,-68.26,67.97,-14.65,14.36,-45.12,45.12,-13.18,4.39,-65.92,50.98,-90.53,71.78,40.14,-36.62,-9.38,-6.15,0.78
53,-79.98,82.03,-68.26,67.97,-14.65,14.36,-45.12,45.12,-11.43,2.05,-67.09,50.68,-84.96,72.95,33.69,-38.09,-8.79,-5.57,0.156
54,-84.67,77.34,-68.26,67.97,-14.65,14.36,-45.12,45.12,-8.79,-0.59,-66.21,50.39,-78.22,74.41,27.83,-39.84,-7.62,-4.69,0.234
55,-88.77,73.24,-68.26,67.97,-14.65,14.36,-45.12,45.12,-6.45,-2.34,-64.75,50.1,-73.24,75.88,24.32,-41.89,-6.15,-3.52,0.312
56,-92.87,69.14,-68.26,67.97,-14.65,14.36,-45.12,45.12,-4.69,-2.05,-64.16,49.22,-73.24,77.05,24.61,-43.65,-4.69,-2.05,0.39
57,-96.09,65.92,-68.26,67.97,-14.65,14.36,-45.12,45.12,-3.22,-0.59,-64.16,48.05,-75.59,77.64,27.25,-45.41,-3.22,-0.59,0.468
58,-98.73,63.28,-68.26,67.97,-14.65,14.36,-45.12,45.12,-1.46,1.17,-62.99,46.0,-77.34,77.05,29.88,-46.88,-1.46,1.17,0.546
59,-101.37,60.64,-68.26,67.97,-14.65,14.36,-45.12,45.12,0.29,2.93,-58.59,40.43,-77.93,75.29,31.93,-45.75,0.29,2.93,0.78
60,-100.78,61.23,-68.26,67.97,-14.65,14.36,-45.12,45.12,2.05,4.69,-56.84,37.79,-77.34,72.66,33.11,-48.05,2.05,4.69,0.156
